width,height,megapixels,aspect_ratio,brightness,contrast,sharpness,colorfulness,subject_ratio,edge_density,quality_score,label
821,491,0.4033,1.6727,160.32,60.705,436.412,7.193,0.4535,0.1222,51.23,보정 권장
921,873,0.8043,1.0549,179.6,52.106,195.146,33.385,0.404,0.0648,41.68,재촬영 권장
801,558,0.4468,1.436,131.824,34.355,729.901,49.414,0.4203,0.2017,65.59,보정 권장
789,737,0.5816,1.0716,170.32,51.52,309.549,15.814,0.0973,0.0877,35.69,재촬영 권장
2539,2182,5.5404,1.1635,140.36,66.122,45.241,26.622,0.4011,0.0264,63.0,보정 권장
1079,1548,1.6703,0.697,58.659,43.48,213.309,32.497,0.5735,0.08,45.28,보정 권장
1536,1585,2.4348,0.9687,109.154,45.959,67.083,45.568,0.1014,0.0413,48.83,보정 권장
2361,2402,5.6715,0.9829,111.658,24.624,610.231,38.498,0.3875,0.2008,81.95,제작 적합
2418,2569,6.2111,0.9411,149.239,65.429,936.859,27.063,0.5522,0.2706,90.57,제작 적합
861,1475,1.27,0.5838,93.529,36.799,244.129,37.151,0.6762,0.0795,45.89,보정 권장
2871,2303,6.6118,1.2463,110.512,32.708,376.359,44.673,0.4346,0.0719,74.78,제작 적합
1602,1765,2.8272,0.9077,89.573,37.787,66.104,35.611,0.5314,0.008,53.97,보정 권장
1341,1496,2.006,0.8963,126.523,30.67,31.55,56.194,0.7633,0.0181,46.46,보정 권장
1671,1781,2.9774,0.9382,130.858,41.157,150.085,36.072,0.6817,0.05,63.53,제작 적합
724,766,0.5544,0.9446,167.055,67.406,197.811,15.42,0.3691,0.0441,40.54,재촬영 권장
1045,944,0.9858,1.1071,159.954,59.112,62.109,19.154,0.3417,0.0281,36.97,재촬영 권장
1149,1579,1.8145,0.7278,134.655,69.968,272.136,28.264,0.632,0.0899,64.76,보정 권장
1656,2090,3.4621,0.7923,137.722,71.031,333.808,27.245,0.4896,0.091,81.07,제작 적합
1240,1154,1.4309,1.0754,132.427,30.083,452.6,38.857,0.3529,0.1301,63.12,보정 권장
1360,1311,1.7835,1.0371,132.582,53.736,1042.774,35.115,0.4085,0.2786,80.07,제작 적합
2087,2293,4.7857,0.9101,189.946,71.244,527.672,54.192,0.5064,0.1381,86.17,제작 적합
2485,2868,7.1255,0.8663,28.631,84.942,178.664,41.531,0.4141,0.0478,60.74,보정 권장
1799,2217,3.9891,0.8117,121.055,21.158,275.831,50.979,0.4044,0.0861,67.99,보정 권장
2484,2521,6.2634,0.9855,140.59,20.989,435.459,19.466,0.4076,0.1336,70.36,제작 적합
1366,1017,1.3899,1.3434,173.276,53.519,95.612,24.176,0.1832,0.0236,36.14,재촬영 권장
1079,1406,1.5179,0.7676,84.31,39.706,850.163,39.765,0.7601,0.1931,64.02,보정 권장
1974,1349,2.6636,1.4635,141.956,28.385,574.47,31.463,0.668,0.1449,76.65,제작 적합
1372,1111,1.5253,1.2349,162.56,52.006,203.405,38.972,0.7204,0.0801,49.82,보정 권장
1064,1191,1.2671,0.8929,110.268,31.917,139.254,33.691,0.4258,0.0235,43.84,재촬영 권장
3280,2697,8.847,1.2162,51.731,6.47,2000.0,21.487,0.4723,0.5,69.21,보정 권장
1076,1552,1.6688,0.6932,113.691,45.049,543.441,54.061,0.5527,0.1442,74.82,제작 적합
737,1137,0.8384,0.6486,80.052,47.597,595.611,46.194,0.5965,0.1708,63.74,보정 권장
1499,2069,3.1012,0.7244,154.122,56.392,1313.285,8.415,0.1231,0.333,75.76,제작 적합
3069,3400,10.4371,0.9026,94.05,61.597,618.823,21.556,0.5131,0.1853,86.61,제작 적합
1408,1527,2.1509,0.9219,199.307,48.57,304.333,30.523,0.2714,0.0965,51.77,보정 권장
2308,2625,6.058,0.8792,133.745,41.37,479.497,39.727,0.437,0.1464,83.72,제작 적합
1176,1147,1.3486,1.0252,95.869,33.982,108.157,29.2,0.3314,0.0093,37.87,재촬영 권장
868,1480,1.2853,0.5864,107.901,17.118,484.893,11.13,0.7544,0.1544,49.15,보정 권장
1103,975,1.075,1.1318,84.398,37.89,60.783,41.857,0.546,0.0025,37.63,재촬영 권장
1110,1583,1.7578,0.7013,143.667,62.553,370.784,27.314,0.4449,0.1057,67.62,보정 권장
2975,3510,10.4422,0.8477,187.733,56.608,419.583,47.073,0.699,0.1342,73.2,제작 적합
799,885,0.7069,0.9019,119.465,80.669,59.714,34.467,0.4372,0.0306,45.72,재촬영 권장
2557,3414,8.7291,0.749,165.079,42.793,1472.255,44.26,0.3203,0.397,83.15,제작 적합
757,1066,0.807,0.7098,90.391,14.748,87.111,41.938,0.4167,0.0444,32.32,재촬영 권장
1123,1444,1.6205,0.7776,140.408,59.613,658.792,42.608,0.3846,0.1858,79.71,제작 적합
2057,2063,4.2434,0.997,220.241,63.225,154.608,23.124,0.4584,0.0426,54.97,보정 권장
2022,1744,3.5268,1.1589,71.86,25.321,335.371,44.655,0.6,0.1223,63.64,보정 권장
1723,1496,2.5779,1.1515,177.377,17.666,137.346,33.11,0.4288,0.0751,48.36,보정 권장
595,762,0.4533,0.7799,175.032,48.009,2000.0,12.8,0.4382,0.5,55.19,보정 권장
1508,1838,2.7709,0.8205,52.884,57.614,652.26,24.74,0.6309,0.1654,74.53,제작 적합
796,1002,0.7969,0.7944,70.708,26.135,1337.405,25.544,0.5014,0.3576,54.95,보정 권장
3664,3275,12.0,1.119,89.037,39.545,519.784,36.834,0.6194,0.1349,77.15,제작 적합
996,1657,1.6505,0.6009,166.831,32.036,480.106,39.863,0.4739,0.142,64.41,보정 권장
1797,1319,2.3702,1.3629,110.924,25.058,290.721,14.678,0.2172,0.1075,51.11,보정 권장
794,897,0.7126,0.8859,121.38,22.743,203.221,40.428,0.2495,0.0827,38.84,재촬영 권장
1034,1257,1.2997,0.8221,156.372,47.764,443.865,29.38,0.1536,0.1584,54.88,보정 권장
825,758,0.6258,1.0886,132.788,38.955,294.009,15.516,0.6532,0.1016,44.47,보정 권장
2503,1933,4.8381,1.2945,137.098,33.822,220.684,41.955,0.524,0.0547,69.59,보정 권장
1312,1204,1.5799,1.0894,115.214,3.0,71.385,19.653,0.3651,0.021,36.76,재촬영 권장
2078,1597,3.3186,1.3011,173.027,75.375,191.484,13.618,0.2731,0.0773,59.8,보정 권장
1057,1022,1.0801,1.0342,96.941,29.113,443.805,40.889,0.5144,0.1665,57.71,보정 권장
1316,968,1.2739,1.3599,195.055,42.977,164.773,42.892,0.4263,0.0538,42.31,재촬영 권장
2950,2161,6.3758,1.3652,114.527,25.771,350.578,21.092,0.5071,0.0896,68.77,제작 적합
902,925,0.8341,0.9754,96.131,51.826,223.264,45.099,0.2993,0.1016,45.94,재촬영 권장
753,525,0.3953,1.433,153.9,19.379,98.38,44.339,0.252,0.0415,28.27,재촬영 권장
1733,1663,2.8828,1.042,146.068,46.916,110.713,23.078,0.7302,0.0601,55.52,보정 권장
855,837,0.716,1.022,48.81,42.063,128.683,58.262,0.2799,0.0719,29.34,재촬영 권장
1034,1302,1.3467,0.7942,136.864,61.071,195.014,29.519,0.4458,0.0494,56.14,보정 권장
2056,2210,4.5429,0.9303,74.008,26.452,200.32,33.49,0.6886,0.0626,52.85,보정 권장
1078,888,0.9573,1.2146,94.819,34.13,715.478,2.0,0.1227,0.1876,49.56,보정 권장
1782,2474,4.4095,0.7202,159.459,41.232,93.738,39.236,0.5749,0.0527,59.37,보정 권장
1129,960,1.0833,1.1763,93.483,81.26,38.718,21.697,0.4622,0.0413,42.22,보정 권장
2889,2648,7.6504,1.0911,142.179,19.94,480.391,36.514,0.4243,0.13,76.23,제작 적합
2658,2480,6.5912,1.0719,112.766,50.259,167.673,6.456,0.4981,0.0718,62.33,보정 권장
868,1507,1.3085,0.576,205.262,33.995,228.823,46.526,0.2382,0.0427,37.97,재촬영 권장
1268,1302,1.6508,0.9745,124.084,50.596,2000.0,50.725,0.0533,0.5,71.14,제작 적합
1055,897,0.9459,1.1759,80.909,56.47,986.429,56.776,0.787,0.2724,62.66,보정 권장
1407,1702,2.3944,0.8263,83.706,47.656,440.332,2.0,0.3989,0.1294,62.76,보정 권장
2399,2345,5.626,1.0228,91.643,49.742,612.454,38.596,0.6088,0.145,84.75,제작 적합
548,993,0.5439,0.5518,132.945,50.025,285.732,35.211,0.6475,0.0888,50.32,보정 권장
2324,1965,4.567,1.1828,127.708,35.124,619.92,2.0,0.5013,0.154,83.22,제작 적합
717,847,0.6075,0.8474,166.577,41.499,145.743,20.179,0.5313,0.0831,35.67,보정 권장
1071,861,0.9226,1.2434,134.473,16.736,132.745,29.236,0.577,0.047,38.98,재촬영 권장
502,796,0.4002,0.6308,132.91,39.102,166.489,50.307,0.7312,0.057,40.41,재촬영 권장
3777,3177,12.0,1.1889,140.701,31.988,1101.11,18.795,0.5377,0.2924,82.52,제작 적합
1410,1496,2.1085,0.9425,122.545,40.815,1078.521,33.327,0.675,0.2991,76.77,제작 적합
1747,1427,2.4928,1.2237,139.4,57.839,146.56,29.659,0.3981,0.0573,61.97,보정 권장
929,1171,1.0883,0.7934,159.015,51.747,749.327,35.578,0.3746,0.2167,68.04,보정 권장
2116,2470,5.2248,0.8567,159.008,53.263,221.517,24.913,0.4652,0.0571,66.7,보정 권장
726,415,0.3013,1.7517,105.854,64.131,692.112,42.96,0.5215,0.213,68.62,보정 권장
1290,1588,2.0486,0.8126,56.928,4.202,191.539,44.077,0.5457,0.0579,44.92,재촬영 권장
3171,3784,12.0,0.8382,95.299,52.554,621.053,11.479,0.7971,0.1888,75.65,제작 적합
1150,1233,1.4181,0.9332,138.883,44.741,231.933,46.172,0.5998,0.0817,56.68,보정 권장
1254,1619,2.0311,0.7744,28.05,43.466,197.278,20.07,0.4617,0.0888,42.85,재촬영 권장
2221,1649,3.6625,1.3466,108.55,22.698,251.975,26.688,0.8045,0.0809,56.09,보정 권장
1218,791,0.9635,1.5392,145.523,54.585,297.781,46.248,0.5089,0.066,59.26,보정 권장
1308,1560,2.0415,0.8386,104.984,64.863,150.472,31.916,0.5141,0.0352,59.67,보정 권장
1756,2704,4.7495,0.6495,82.795,62.792,72.786,38.589,0.538,0.0332,61.26,보정 권장
1787,1333,2.3824,1.3404,197.657,43.653,1231.177,41.584,0.3911,0.3531,73.33,제작 적합
1920,1455,2.7928,1.3193,182.879,56.095,179.149,38.938,0.256,0.0561,57.34,보정 권장
1339,1090,1.4603,1.228,117.135,60.963,48.101,23.061,0.4739,0.0323,48.06,재촬영 권장
1884,1411,2.657,1.3353,180.356,76.438,31.696,17.29,0.3951,0.0507,51.92,보정 권장
1301,1616,2.1029,0.805,179.376,66.191,19.352,40.121,0.2964,0.0135,48.61,보정 권장
2665,2780,7.4091,0.9588,82.224,47.55,146.391,41.2,0.4717,0.0616,62.06,보정 권장
1648,2329,3.8386,0.7075,234.613,46.733,905.335,35.609,0.415,0.2509,75.35,제작 적합
1061,1513,1.6061,0.7015,89.903,47.974,57.065,27.985,0.3449,0.0222,40.08,재촬영 권장
532,416,0.2211,1.278,116.842,49.005,191.783,42.604,0.1339,0.0715,37.68,재촬영 권장
1794,2123,3.8087,0.8454,83.526,36.569,47.25,30.269,0.4204,0.0507,51.14,보정 권장
2642,1494,3.9467,1.7681,130.432,58.357,715.75,11.523,0.7635,0.2179,83.57,제작 적합
945,927,0.8763,1.0187,74.713,33.206,362.049,34.582,0.6085,0.1034,45.32,재촬영 권장
531,623,0.3311,0.8521,127.001,31.324,348.195,37.705,0.643,0.161,47.68,보정 권장
935,766,0.7157,1.2208,170.564,51.184,900.763,41.484,0.4466,0.251,65.53,보정 권장
2687,1713,4.603,1.5688,135.787,35.231,1183.833,18.216,0.6384,0.31,81.58,제작 적합
931,824,0.7671,1.1292,116.654,40.886,670.459,20.202,0.3306,0.1733,60.69,보정 권장
988,1339,1.3226,0.7376,189.035,9.412,151.486,35.334,0.3691,0.0386,34.56,재촬영 권장
1636,1491,2.4388,1.0972,91.336,58.726,75.969,24.469,0.5428,0.0536,53.51,보정 권장
2914,2066,6.0199,1.4104,165.9,44.968,98.511,29.786,0.1966,0.0,51.91,보정 권장
1319,1492,1.9676,0.884,115.07,42.884,51.155,43.835,0.4606,0.0292,52.31,보정 권장
1227,1489,1.8272,0.8241,135.77,53.022,1375.741,36.242,0.504,0.3374,82.11,제작 적합
1254,973,1.2204,1.2893,128.375,48.679,217.114,56.236,0.7508,0.0703,52.62,보정 권장
2998,2895,8.6775,1.0356,132.217,33.049,291.788,34.834,0.326,0.0915,68.7,보정 권장
1991,2622,5.22,0.7591,124.947,79.505,310.638,54.664,0.5254,0.0723,83.82,제작 적합
1292,1421,1.8359,0.9094,95.774,37.321,1677.972,45.668,0.3345,0.4202,71.7,제작 적합
686,829,0.5691,0.8279,104.292,61.794,153.915,66.366,0.3534,0.0815,45.01,보정 권장
1028,955,0.982,1.0769,144.664,76.498,774.188,31.094,0.02,0.2024,64.34,보정 권장
1861,1811,3.3692,1.0278,122.661,34.4,343.344,29.695,0.2833,0.105,68.66,제작 적합
1180,885,1.0448,1.3332,80.436,46.668,225.205,49.129,0.6554,0.0696,45.23,재촬영 권장
2309,1934,4.4647,1.1941,98.715,31.001,43.898,23.747,0.5428,0.0458,51.8,보정 권장
1369,2023,2.7689,0.6765,99.189,63.091,607.308,24.487,0.4786,0.194,86.12,제작 적합
1697,1533,2.6027,1.1071,124.666,39.304,130.252,34.42,0.8894,0.069,52.52,보정 권장
2123,1696,3.6011,1.2514,133.969,26.157,169.581,36.246,0.5469,0.072,63.89,보정 권장
1874,1672,3.1326,1.1207,130.442,67.666,319.758,11.46,0.2304,0.1097,71.38,제작 적합
1095,846,0.9263,1.2937,100.623,60.814,283.312,34.586,0.4145,0.0678,53.27,보정 권장
1140,1308,1.4917,0.8716,127.45,29.787,734.786,26.733,0.4404,0.2275,70.58,보정 권장
3076,3901,12.0,0.7884,71.971,65.372,139.483,30.699,0.7366,0.0436,57.0,보정 권장
922,731,0.6744,1.2618,11.343,48.403,302.249,33.542,0.2906,0.0781,35.62,재촬영 권장
1000,1305,1.3048,0.7662,124.455,90.0,335.961,28.446,0.526,0.0962,65.73,보정 권장
1744,2992,5.2188,0.5828,60.477,74.506,265.981,46.07,0.6247,0.0708,68.42,제작 적합
1496,1158,1.7329,1.2922,88.718,35.51,487.501,37.929,0.3066,0.1488,61.21,보정 권장
896,1074,0.9629,0.8344,78.318,40.413,205.21,28.556,0.4664,0.0841,40.96,재촬영 권장
750,810,0.6079,0.9263,151.652,29.973,793.247,32.243,0.093,0.2416,52.11,보정 권장
1511,2144,3.24,0.705,78.074,47.325,134.59,45.677,0.4685,0.0511,61.45,보정 권장
1896,2641,5.0081,0.7179,137.443,45.846,68.48,42.158,0.0587,0.0252,54.7,보정 권장
2298,3068,7.0502,0.7489,106.811,57.675,250.125,48.874,0.3821,0.0765,72.54,제작 적합
1385,1516,2.0992,0.9138,76.869,46.515,775.676,29.338,0.757,0.1911,67.61,보정 권장
2370,2161,5.1225,1.0969,63.286,19.76,161.108,33.19,0.5237,0.0457,51.42,보정 권장
667,1184,0.7894,0.563,144.683,31.089,145.231,59.299,0.4599,0.093,43.63,재촬영 권장
1676,1388,2.3265,1.2069,141.616,69.316,188.545,30.78,0.4778,0.0519,67.11,제작 적합
899,1209,1.0871,0.7442,157.082,64.862,302.678,54.71,0.8347,0.0863,53.37,보정 권장
1338,1747,2.3387,0.766,199.332,42.244,220.804,43.08,0.5494,0.0862,54.75,보정 권장
2158,1822,3.9306,1.1847,136.914,42.683,346.492,25.377,0.6362,0.1107,71.87,보정 권장
2267,2310,5.2378,0.9815,137.248,42.122,52.863,11.899,0.3733,0.0468,54.05,보정 권장
748,1098,0.8206,0.6811,121.021,45.403,1041.549,40.203,0.3738,0.2633,68.35,제작 적합
3150,1986,6.2582,1.5859,130.144,16.182,445.719,21.57,0.265,0.1106,69.42,제작 적합
1026,1272,1.305,0.8064,111.871,60.387,117.045,21.526,0.4197,0.0733,47.39,보정 권장
919,864,0.7945,1.0638,90.072,33.708,926.282,7.319,0.3267,0.2381,52.05,보정 권장
1343,1277,1.7153,1.0512,205.549,47.534,394.247,47.902,0.6265,0.116,56.61,보정 권장
874,614,0.5363,1.4231,51.292,3.0,1015.848,32.831,0.5652,0.2772,47.87,재촬영 권장
1339,1500,2.0083,0.8923,135.88,49.031,87.369,31.766,0.43,0.0064,54.17,보정 권장
1828,1420,2.5958,1.2866,143.396,67.998,1208.397,36.907,0.3543,0.3177,88.3,제작 적합
1178,1418,1.67,0.8307,131.665,6.602,271.106,34.808,0.02,0.0748,44.94,재촬영 권장
2071,1565,3.2404,1.3238,87.151,71.108,38.62,32.754,0.3456,0.0387,58.51,보정 권장
1116,1350,1.5067,0.8263,117.913,53.123,521.981,38.62,0.5051,0.1439,74.63,제작 적합
1354,1482,2.0073,0.9134,107.084,32.409,196.449,27.609,0.5685,0.0261,52.02,보정 권장
937,583,0.5469,1.6064,82.51,17.76,101.614,2.0,0.02,0.0594,12.48,재촬영 권장
1500,1386,2.0783,1.0825,123.587,64.986,212.881,41.713,0.0236,0.0245,57.34,보정 권장
978,951,0.9298,1.0278,109.093,49.488,42.961,37.363,0.4791,0.0223,42.27,보정 권장
1529,873,1.3342,1.7516,103.266,55.195,446.36,31.779,0.2672,0.1178,60.3,보정 권장
1418,1296,1.8383,1.0945,152.625,40.337,212.666,53.545,0.4122,0.0609,56.53,보정 권장
1392,1707,2.3751,0.8154,82.893,31.305,202.283,12.053,0.3667,0.0696,46.51,재촬영 권장
739,615,0.4544,1.2016,142.821,59.963,963.614,2.0,0.5554,0.278,62.55,보정 권장
604,811,0.4897,0.7442,100.751,28.592,268.403,52.15,0.1203,0.0699,35.95,재촬영 권장
1422,1072,1.524,1.3259,142.213,60.493,140.804,37.223,0.3495,0.0429,53.35,보정 권장
2036,1506,3.0651,1.3519,127.873,16.278,107.631,8.621,0.6186,0.0601,51.87,보정 권장
1548,1787,2.7659,0.8665,134.694,29.094,245.522,25.796,0.4878,0.0901,64.74,보정 권장
1954,2286,4.4667,0.8547,85.871,20.038,696.899,40.074,0.3035,0.2069,74.87,제작 적합
2596,2484,6.4502,1.0451,94.017,67.522,151.555,14.594,0.5316,0.0634,63.25,보정 권장
1771,1765,3.1266,1.0035,90.747,14.895,99.268,39.179,0.5016,0.0395,54.67,보정 권장
1240,1584,1.9646,0.7832,131.878,25.409,610.943,60.908,0.2928,0.1628,74.43,제작 적합
954,828,0.7904,1.1526,154.754,56.358,274.534,50.786,0.5738,0.0789,53.8,보정 권장
716,1193,0.8536,0.6002,167.996,48.94,253.743,31.035,0.571,0.0997,46.39,보정 권장
1086,1210,1.3135,0.8974,104.847,82.708,1794.922,35.955,0.4275,0.496,76.5,제작 적합
1517,1678,2.5444,0.9039,128.222,76.672,84.337,18.282,0.6184,0.0775,60.61,보정 권장
1509,1616,2.4395,0.934,60.19,55.62,312.429,33.302,0.2425,0.0778,56.37,보정 권장
1472,1364,2.0077,1.0798,36.202,56.87,50.111,26.846,0.5871,0.0273,38.65,재촬영 권장
1132,1539,1.7432,0.7356,90.157,13.598,196.651,17.645,0.4167,0.0685,41.27,재촬영 권장
2022,1745,3.5275,1.1585,98.13,29.83,447.785,12.796,0.2841,0.1281,65.15,제작 적합
1519,1589,2.4125,0.956,62.678,39.349,737.018,58.298,0.345,0.1823,72.26,제작 적합
1491,1754,2.6149,0.85,53.657,41.942,79.989,32.661,0.6586,0.0802,44.03,재촬영 권장
1370,1927,2.6399,0.7106,145.932,21.33,563.366,17.253,0.3522,0.1885,70.92,보정 권장
954,1282,1.2232,0.744,92.528,28.972,536.657,25.605,0.3892,0.1503,57.38,보정 권장
930,850,0.7909,1.0943,57.473,30.419,231.602,52.133,0.3345,0.0686,35.23,재촬영 권장
1564,1990,3.1117,0.7859,217.196,63.285,2000.0,53.986,0.31,0.5,79.3,제작 적합
1720,1692,2.9101,1.0162,131.358,52.324,259.832,22.914,0.6221,0.0615,69.68,보정 권장
1463,1122,1.6407,1.3041,111.765,39.283,114.777,34.176,0.8448,0.0416,41.68,재촬영 권장
1335,1031,1.3757,1.2945,151.455,40.251,385.203,43.842,0.6892,0.1301,58.52,보정 권장
4210,2850,12.0,1.4771,94.063,50.011,46.23,26.64,0.5412,0.062,56.25,보정 권장
968,1043,1.0099,0.9286,187.689,32.986,1102.164,15.117,0.5855,0.3116,54.56,보정 권장
1120,1469,1.6444,0.7624,62.898,40.46,648.671,17.9,0.3896,0.2059,60.67,보정 권장
1811,1403,2.5399,1.2906,72.128,15.357,179.288,31.601,0.3628,0.0442,46.49,재촬영 권장
874,809,0.7078,1.0805,118.749,56.526,458.798,20.718,0.2422,0.073,55.04,보정 권장
1716,1295,2.2226,1.3244,93.667,61.542,426.746,13.44,0.7072,0.1519,64.1,보정 권장
3180,3171,10.0857,1.0028,180.413,51.231,1559.353,28.168,0.3908,0.4126,80.83,제작 적합
2500,1854,4.635,1.3484,60.181,53.216,146.75,44.397,0.3236,0.0544,56.9,보정 권장
2089,1691,3.5329,1.2356,94.921,51.282,78.492,40.932,0.3377,0.0704,58.34,보정 권장
2019,1688,3.4087,1.1961,133.532,80.14,39.417,28.263,0.485,0.011,67.43,보정 권장
1584,1397,2.212,1.1341,146.435,48.498,197.445,57.956,0.3534,0.0506,60.79,보정 권장
2288,2071,4.7384,1.1045,163.933,22.215,60.674,20.517,0.4544,0.0204,49.03,보정 권장
1357,1281,1.7382,1.06,137.621,26.937,221.011,30.388,0.4808,0.105,53.8,보정 권장
1203,1137,1.367,1.0581,211.774,57.245,379.605,12.456,0.6891,0.132,45.39,보정 권장
1676,1308,2.1924,1.2809,104.954,63.357,172.312,42.241,0.2304,0.0287,57.91,보정 권장
1994,2266,4.5189,0.8799,130.823,58.261,108.161,29.69,0.5038,0.0776,68.6,제작 적합
2039,1321,2.6927,1.5433,157.942,59.453,783.384,8.048,0.3275,0.2154,77.84,제작 적합
1890,1941,3.6701,0.9738,111.157,48.198,215.647,19.914,0.3749,0.0813,63.63,보정 권장
643,503,0.3235,1.2793,112.041,19.336,321.914,56.381,0.7393,0.0851,40.32,재촬영 권장
2392,2447,5.8527,0.9777,105.184,32.761,626.874,41.45,0.5625,0.2115,84.66,제작 적합
3359,3573,12.0,0.9402,97.987,13.786,77.46,32.949,0.3824,0.0469,50.63,보정 권장
3324,2000,6.6496,1.6621,78.619,38.299,110.413,43.417,0.5386,0.0718,57.64,보정 권장
1179,1274,1.5027,0.9256,101.479,21.471,2000.0,9.199,0.4478,0.5,60.74,보정 권장
823,1132,0.932,0.7267,61.809,46.626,224.126,19.901,0.6488,0.0885,35.74,재촬영 권장
1465,1752,2.5673,0.8365,138.673,42.025,98.766,12.965,0.3648,0.0457,52.15,보정 권장
872,944,0.8227,0.9238,60.023,11.356,204.906,19.888,0.5382,0.0662,29.72,재촬영 권장
2566,1497,3.843,1.7139,205.769,57.583,152.483,26.067,0.4146,0.042,55.47,보정 권장
1146,1088,1.2464,1.053,191.197,58.066,83.071,38.735,0.4533,0.0268,41.91,재촬영 권장
2449,1939,4.7481,1.2632,167.455,20.952,177.615,45.368,0.4243,0.0415,58.67,보정 권장
2303,2959,6.8146,0.7785,114.955,47.427,254.618,44.974,0.3411,0.0703,70.67,제작 적합
592,542,0.3211,1.0922,99.949,57.305,256.113,68.676,0.4704,0.0828,48.92,보정 권장
1755,1483,2.603,1.1828,172.118,39.907,427.141,24.505,0.6258,0.1371,65.83,보정 권장
1294,825,1.0668,1.569,130.513,59.694,52.054,31.093,0.3438,0.0027,44.89,보정 권장
687,818,0.5623,0.8402,145.577,48.168,64.868,38.421,0.3827,0.0158,38.11,재촬영 권장
1155,993,1.1474,1.1628,94.562,63.436,538.974,19.842,0.517,0.1424,66.41,보정 권장
1331,1234,1.6423,1.0786,165.726,48.104,172.087,27.353,0.3176,0.0312,46.24,재촬영 권장
1982,2559,5.0706,0.7746,91.34,42.037,800.784,37.021,0.6062,0.214,82.57,제작 적합
711,715,0.5086,0.9951,127.449,53.713,343.817,19.069,0.5772,0.1002,52.1,보정 권장
2196,2345,5.1494,0.9363,54.209,58.414,70.25,37.87,0.0436,0.0332,45.12,재촬영 권장
2590,4633,12.0,0.5591,97.04,49.18,426.489,48.353,0.3353,0.1337,76.72,제작 적합
1994,1717,3.4241,1.1614,143.098,37.096,101.604,15.823,0.2597,0.0625,52.47,보정 권장
1934,1690,3.269,1.1446,105.163,31.195,330.038,2.0,0.5987,0.117,62.43,보정 권장
1331,1485,1.976,0.8961,105.291,38.385,810.129,32.469,0.6184,0.2271,73.26,보정 권장
705,985,0.6946,0.7156,154.511,34.92,1836.684,16.841,0.2387,0.4896,53.79,보정 권장
2165,1495,3.2365,1.4477,120.144,48.371,243.291,33.705,0.3297,0.065,68.48,제작 적합
1738,1626,2.8257,1.0688,172.527,47.752,495.17,25.049,0.4373,0.1251,74.8,제작 적합
2232,1731,3.8635,1.2894,26.732,43.334,342.664,35.512,0.386,0.1172,60.71,보정 권장
4132,2904,12.0,1.4227,145.658,44.76,539.725,47.009,0.5795,0.1649,86.36,제작 적합
1839,2094,3.8503,0.8779,143.201,47.77,24.438,42.634,0.6256,0.0671,60.94,보정 권장
1896,1547,2.9338,1.2251,61.466,71.899,181.016,26.295,0.5568,0.0602,61.23,보정 권장
2771,2943,8.1571,0.9415,71.254,65.625,339.619,15.009,0.6456,0.0854,65.92,제작 적합
766,778,0.596,0.9845,157.954,34.789,400.7,2.0,0.618,0.125,43.65,재촬영 권장
837,855,0.7151,0.9788,80.441,52.077,129.145,2.0,0.4392,0.043,32.85,재촬영 권장
1194,1195,1.4268,0.9997,97.591,39.071,556.869,20.158,0.3747,0.1415,62.03,보정 권장
1211,916,1.1093,1.3211,146.773,43.074,720.737,32.533,0.3207,0.2254,66.24,보정 권장
1963,1903,3.7348,1.0314,109.704,40.529,276.854,21.76,0.5973,0.1251,65.73,보정 권장
1203,1250,1.503,0.9623,141.924,33.922,210.301,22.834,0.61,0.0789,48.22,보정 권장
2989,3203,9.5743,0.9332,88.337,21.157,186.538,8.88,0.6323,0.0535,49.3,보정 권장
2925,2686,7.8581,1.0891,134.744,3.0,295.094,8.119,0.3938,0.0979,61.16,보정 권장
1788,2237,3.9997,0.7995,166.021,48.209,773.278,7.046,0.3826,0.2116,77.95,제작 적합
1116,1266,1.4131,0.8819,135.851,65.231,1039.274,39.603,0.4991,0.2526,82.0,제작 적합
1855,1879,3.4848,0.987,35.478,29.015,167.982,3.405,0.6744,0.0771,40.98,재촬영 권장
1898,2186,4.15,0.8681,148.835,53.492,109.773,40.285,0.5154,0.0533,66.55,보정 권장
862,888,0.7659,0.9708,125.202,38.013,124.646,18.28,0.492,0.0743,40.67,재촬영 권장
1533,1786,2.7375,0.8584,86.799,49.553,645.328,38.235,0.3056,0.1701,79.33,제작 적합
2496,1513,3.7759,1.6504,178.367,30.711,318.591,34.059,0.5308,0.0986,65.08,보정 권장
1841,1320,2.4302,1.3941,53.422,40.68,342.13,41.17,0.5476,0.1026,59.83,보정 권장
3034,2711,8.2247,1.1191,197.527,42.773,405.228,47.158,0.2837,0.0878,67.1,보정 권장
2426,2459,5.9649,0.9867,97.665,3.42,367.477,19.702,0.7638,0.159,58.97,보정 권장
1283,742,0.9513,1.7293,185.562,48.422,231.74,17.049,0.2891,0.0374,36.74,재촬영 권장
1557,1437,2.2371,1.0841,121.089,42.288,99.184,24.403,0.6171,0.0223,52.04,보정 권장
961,982,0.9429,0.9785,69.867,3.0,146.621,19.71,0.4161,0.0492,28.37,재촬영 권장
1906,1767,3.3694,1.0787,126.639,55.939,290.445,39.596,0.4809,0.0622,78.68,제작 적합
995,921,0.9164,1.0795,136.066,44.072,373.101,28.789,0.3127,0.1206,53.92,보정 권장
